pca1,pca2,Cluster
1.3504962856083635,1.964728614040376,Sub-type 2
-4.185207430301256,0.8887265104193134,Sub-type 3
-2.2494341234983075,-1.6702731931543757,Sub-type 1
2.7286922554056847,0.9982210096395236,Sub-type 2
9.034676294930307,4.305315094593587,Sub-type 2
7.232154977924268,-1.8388943813775573,Sub-type 2
2.1394818689901665,0.5681536359694781,Sub-type 1
-2.675107243725278,0.3965221175399786,Sub-type 1
-0.5011582615043615,-1.207555434879328,Sub-type 1
-3.0945416045292555,-0.27570903542197067,Sub-type 1
-0.6536778060139634,1.2119885624828384,Sub-type 1
0.6087576003832232,-1.7294190667937899,Sub-type 1
-2.924364273522655,1.1930595130142374,Sub-type 3
-4.439105342281812,-0.4836591275524074,Sub-type 1
-0.12896578770939537,4.870967568410736,Sub-type 3
9.894243536602552,1.3199080571750081,Sub-type 2
-0.6992401944487725,2.571175037084572,Sub-type 3
1.272038476522851,3.253916544752639,Sub-type 3
-2.970538561437589,-1.9748194486173487,Sub-type 1
-0.14755545273570242,-1.1432580914008341,Sub-type 1
11.128116953613645,0.9296979701117691,Sub-type 2
-4.99181633250153,0.4239823364824605,Sub-type 1
-1.8132423414649677,-3.2317800476802123,Sub-type 1
0.8702051867092172,-0.5492635148946547,Sub-type 1
-2.376583463075806,-0.15279689090125836,Sub-type 1
-2.6833340399237855,-0.21290026047908905,Sub-type 1
-1.9067849357750741,-2.0477012503376044,Sub-type 1
-5.910978658154719,0.3228602759324497,Sub-type 1
0.7554161779838521,0.367234558824694,Sub-type 1
-2.3409503464512906,-0.9507270165153262,Sub-type 1
0.7974961994209545,-0.2304227450307011,Sub-type 1
0.16106050031728206,-3.338121203711804,Sub-type 1
2.3510502296372513,-1.105119127958642,Sub-type 1
1.4654879885944316,-3.665313507801077,Sub-type 1
-2.40522212746949,-1.7400293858771423,Sub-type 1
1.2510344875171506,-1.2397492239931014,Sub-type 1
-4.965514825136889,-0.9005825292391564,Sub-type 1
-0.4872476667374773,1.9491821266300966,Sub-type 3
-0.5024290514052838,1.4518591098925848,Sub-type 3
5.632793439099631,-4.904281521111848,Sub-type 2
4.982625918434738,1.6942405806569598,Sub-type 2
-3.4341039425024875,-0.5967450674933796,Sub-type 1
-4.637627427796254,0.12348648048617812,Sub-type 1
-3.787904496206744,-2.482182915083639,Sub-type 1
3.5298283620934003,8.248706366297775,Sub-type 3
-2.2034262223078183,3.636321767804991,Sub-type 3
-0.7187441556676416,2.027275751692413,Sub-type 3
-0.8625733212687842,2.4338262228328147,Sub-type 3
-2.0656902029624344,-2.5129296223366,Sub-type 1
-0.6885209699747381,-1.4620001811891996,Sub-type 1
-3.0555708581140553,1.799711946007326,Sub-type 3
-2.1667261182340147,-1.3561617119258742,Sub-type 1
5.952768510421539,-0.2098647553089006,Sub-type 2
0.4355606415294693,4.280235646098787,Sub-type 3
-4.251998415251931,0.08938005239480395,Sub-type 1
-3.4284213612931893,-2.3304638395796786,Sub-type 1
1.3761550524016966,-3.0666600504955612,Sub-type 1
8.82997991042187,-8.874849007579346,Sub-type 2
1.7470116839710732,0.7015350459552316,Sub-type 1
-1.0919370898778515,2.9105413833677303,Sub-type 3
-2.3112293120779657,2.904218747179112,Sub-type 3
1.0522017138800923,-2.5030480007005322,Sub-type 1
-0.3606289608407244,-3.614301111481178,Sub-type 1
-2.376555465425318,1.2163140128660395,Sub-type 3
-0.9836840733633546,4.52164328331887,Sub-type 3
-0.4376826667104292,1.062877042911311,Sub-type 1
-0.7967402482846642,-3.1355086134292174,Sub-type 1
4.2495406741633355,-3.5082342290923756,Sub-type 2
0.35863097559687523,-0.8053394601289398,Sub-type 1
3.805091591401046,-1.6614989938852578,Sub-type 2
3.528011383862918,1.1081674375470434,Sub-type 2
-2.458942191930025,-0.902937416863502,Sub-type 1
-0.3314255843231687,-1.9607543581712805,Sub-type 1
-3.192162356553266,1.0617590161140484,Sub-type 3
2.3893070549881794,-1.2813033600796886,Sub-type 1
2.227588432296215,4.205455537534282,Sub-type 3
5.769889906257512,3.124118923027892,Sub-type 2
-0.9153899634141726,2.8734189512336252,Sub-type 3
-0.9434021811201411,-2.209773984200741,Sub-type 1
-4.953923052014835,-2.8847100447010767,Sub-type 1
-0.11353257949559546,-1.0600194394723497,Sub-type 1
-6.084723674834128,-2.1567205118697403,Sub-type 1
-2.545179894550144,-1.2917564214491455,Sub-type 1
1.7901152725592022,-5.141598570764535,Sub-type 2
3.9185920839465815,-2.870738867429934,Sub-type 2
-3.7874728309891355,-2.4351327018906637,Sub-type 1
-3.6441048750672405,-3.0793271042358517,Sub-type 1
0.8076929605627629,-0.35630846375144287,Sub-type 1
-0.06349672440684558,-1.0133506777600616,Sub-type 1
-0.9693128088558957,1.4167339535760517,Sub-type 3
-5.916414978157188,-0.63705716766581,Sub-type 1
2.892186551827198,-1.070026315768105,Sub-type 1
3.9388114137471235,-0.04878071333188678,Sub-type 2
-2.0154893489021166,-1.5157636782267436,Sub-type 1
-1.962099500743686,-3.9242342944775226,Sub-type 1
3.3158789368884336,0.9564240531056892,Sub-type 2
-1.5125019415221794,0.4622350145732582,Sub-type 1
-0.8520580960668004,0.980422197516929,Sub-type 1
-1.870968181081438,0.5361376678465875,Sub-type 1
-0.23051124904463685,-1.0880509155007374,Sub-type 1
0.7061211363518746,-0.43456868162731255,Sub-type 1
3.3238353168704338,-4.6359374490415,Sub-type 2
1.4660711307339451,-0.8955923963333591,Sub-type 1
3.649680930794579,5.01428608647743,Sub-type 2
7.234567409192605,-3.2385391855151386,Sub-type 2
-1.5226075747152472,0.6725614911766719,Sub-type 1
-1.1582838015402994,-3.453600822873678,Sub-type 1
2.845122958776742,-1.4703723499606647,Sub-type 1
1.0680841847578693,-6.337385976497058,Sub-type 2
3.4492614160510735,-3.0382615487036104,Sub-type 2
0.4999170127425136,2.105990660346226,Sub-type 3
0.3879424965504983,-1.5701024761230158,Sub-type 1
-0.3679255395042259,-3.148134543068604,Sub-type 1
-0.2887915248915654,7.658879447209132,Sub-type 3
-4.181556447394006,-0.780268469225142,Sub-type 1
1.9619428172197422,-0.6770059058869472,Sub-type 1
0.520082368542585,1.4991669453356529,Sub-type 1
3.9348331280986555,0.06926179078764956,Sub-type 2
-0.9854065041204503,-0.3981248244776664,Sub-type 1
-4.965193364669955,-1.614767349059442,Sub-type 1
2.2214139662600707,0.1218693078121599,Sub-type 1
1.6642971320191053,3.940320067228551,Sub-type 3
1.2874724027422475,-0.38475010499586376,Sub-type 1
0.9461341904388318,-0.8039583922405432,Sub-type 1
-3.3509978290242928,1.6042588140832508,Sub-type 3
-1.333879364225052,-0.8309378059061802,Sub-type 1
-2.810803146815829,-1.414197066272144,Sub-type 1
-0.9070800575928742,-0.45361678335693295,Sub-type 1
0.4983885289604595,-3.3045442630043396,Sub-type 1
-1.0111029840873034,-2.1246445844232063,Sub-type 1
-0.6437455402349784,-1.2444776067600003,Sub-type 1
12.024771919810021,-7.886884165017634,Sub-type 2
2.7588200592252123,1.1641379546439525,Sub-type 2
0.8959677397632966,2.498546638332255,Sub-type 3
1.0427777244366447,-0.6326691192338958,Sub-type 1
-5.096814127653107,-1.5405068956793795,Sub-type 1
-0.42353871832357587,-1.1622952827455149,Sub-type 1
0.25176231334997046,-0.9477581355357657,Sub-type 1
1.4243876338933426,-1.3171766524191915,Sub-type 1
-0.863134648293762,3.8955276679725768,Sub-type 3
3.317237847749929,-5.452327239488289,Sub-type 2
0.7368985562943341,3.468497266138239,Sub-type 3
-1.5721295670688302,2.9649931617258676,Sub-type 3
-4.554906083517678,-1.212464875427772,Sub-type 1
-1.1253997565995093,-1.2224244103260464,Sub-type 1
-0.44892559088034933,-1.6821214015539065,Sub-type 1
4.837388115862879,-3.1288339998100825,Sub-type 2
0.4965151571670287,-2.756445888013001,Sub-type 1
1.5880907329006833,-1.7901862832283382,Sub-type 1
-3.0346100148140756,1.262192024871954,Sub-type 3
1.9486827268585687,5.088493254622921,Sub-type 3
5.4155287088309025,-0.26174106451657625,Sub-type 2
3.029127113338873,-3.5010353636088585,Sub-type 2
0.028131316180991666,-3.155815335626071,Sub-type 1
-2.5844208773553996,-1.2553206502963907,Sub-type 1
6.571092659285617,2.7717747462872184,Sub-type 2
